Normal,Gorder,RCM,Rabbit,Grappolo,Slashburn,Random,RCM Strict
7537,4179,1728,13,383,199,6654,172
5572,3,4145,4976,1177,235,6071,1339
3270,1,8934,4980,848,625,3057,8106
4689,13122,3779,4355,333,646,11216,1238
1192,4192,3782,3,868,1002,11513,449
4398,1,3660,1,1864,1023,1352,658
3406,6384,478,66,165,1214,4665,682
5364,4,2933,921,252,2149,9332,597
1565,2,5192,407,1196,2679,8912,4319
4924,1,4617,327,1717,3568,11711,563
1380,1,110,4,452,5420,893,986
1,2,120,1123,550,7301,12545,1234
1076,4194,9960,2,331,7630,2973,8023
2205,4190,4866,271,7755,8668,4661,7284
6198,3,703,4443,569,8692,9481,1015
8116,4194,5200,11,1736,8707,776,4903
7236,4196,2879,4388,18,10502,6463,9295
330,4195,2885,4420,19,247,18085,8480
5469,4194,8254,88,3331,838,467,4328
1077,4193,8257,4340,97,1204,15518,2087
1,4191,8260,171,45,2282,17633,4176
7569,4189,4005,7457,141,2343,21891,9287
7163,7,2902,3002,180,3357,491,305
7278,6,1091,2987,108,4954,18516,3343
7130,4197,7724,3180,26,4959,11823,5895
9728,4193,8268,1,140,5506,3137,8026
3426,1,8271,2990,177,5524,2936,5896
14586,1,680,7,395,7503,16095,1452
5574,3,3040,11771,391,8655,2582,3267
6764,8325,1184,3,18234,8693,8405,1758
2145,1,2235,1929,625,8727,116,927
5392,3,2089,1,973,15579,18208,2451
7117,2,1636,4439,10562,16224,8344,665
1072,1,2213,175,9448,17595,12007,4035
4922,1,2863,323,19629,684,426,2401
1618,2,131,4384,612,1424,3429,3451
1,3,2066,1871,122,2852,3529,3979
8818,4,3945,4351,19712,3173,3603,157
5924,5,3950,4336,7402,3398,2578,2749
4860,6,1326,7,7396,5535,13024,1213
6762,7,1617,4416,19295,5542,942,666
7335,8,3954,1119,93,5567,2977,4671
3167,9,3962,2,213,5568,1372,2056
2941,10,2580,2,95,5587,5913,2179
3365,3,948,13,10342,5647,23,1989
6410,1,2369,173,10572,5682,13883,5527
4885,3,978,90,25,7473,7319,2151
7626,5,139,4,48,7476,11074,155
2297,4,3961,2,270,7979,9783,2042
1907,10,3972,2987,10477,8158,4768,4048
4753,3,2859,11768,10109,19417,8301,3757
1028,6,125,1,10215,589,6229,1192
1806,1,800,1,505,920,4506,3444
4198,5,120,20,217,1462,5301,2328
1388,12,3999,18956,222,1964,6369,2153
3529,8,1861,6,181,2690,2062,3528
1822,1,116,22,10015,7562,4877,5050
3643,9,828,14,19555,7585,5301,2154
12059,7,2582,29,267,7651,11539,154
10298,5,4015,369,6419,7664,2316,1648
3162,4,102,14,76,7670,2427,2046
6605,3,401,9974,309,9989,1179,1541
6604,12,4022,332,379,11201,1760,2665
3466,16,4027,65,10369,15198,12123,1635
2813,15,3057,13707,403,15199,9977,1543
5778,12,2131,71,171,15200,6793,4522
6738,8,4037,21,210,15724,6264,2155
2814,5,370,9882,212,18405,15815,958
7647,1,1885,167,9801,395,812,2657
5711,1,2122,403,173,414,1551,667
1616,2,4049,37,333,935,557,2156
5147,7081,4055,8,563,2267,11582,4266
7574,3212,1892,348,543,2268,4336,4619
4168,1433,4058,1,343,3637,2839,300
5480,1,4060,26,2102,6115,14116,1352
5670,1,4063,135,17072,6167,6011,152
5082,2,41,25,12772,6268,2934,754
1336,1,20,47,949,6345,4892,796
3541,2,1317,76,795,6348,17453,3
4678,4703,24,3,90,9307,13036,2295
5236,4631,690,17574,301,9315,3973,581
2812,3217,17,9,421,9328,1589,1438
3617,5,41,23,592,9334,9931,4941
288,4706,4473,28,611,10075,7978,139
3457,4634,6,35,14193,15773,12742,298
779,3,2603,37,421,492,4671,1438
2888,1,6914,7,1085,1004,683,7842
8360,5,5951,144,1088,1173,12683,7525
7015,4635,5689,149,3271,1680,8540,6511
7571,1,4453,2,255,2126,2954,315
8469,1,1578,85,585,2356,9095,5695
1,6653,4386,5,3873,2789,6619,5855
7016,4635,5707,17,322,3735,3277,6791
1568,1949,1580,101,257,4146,9406,1630
3790,4637,21,83,276,4154,3225,482
759,2,1575,3,1273,4607,2910,1631
7017,3,1577,2,415,6166,9896,1067
1722,4,1574,70,12180,8484,14950,396
4226,3,26,2,121,14292,14138,7543
4523,2,8173,7,144,15503,7887,3333
1721,1,8176,5,12351,19677,1369,2192
3472,5,5296,9084,4466,19678,10323,8558
1328,1,4721,71,624,204,9611,8503
2958,2,8181,9090,1164,940,13289,6836
1587,1,2183,2,391,1420,6209,313
7166,1,4662,1,1059,7944,7904,5272
29,2,1815,2,1045,7953,6663,1623
5237,3,8855,6,516,7959,6121,4927
7167,2,2398,133,1335,7989,9267,335
279,1,1079,7,1375,7995,9360,302
1623,3,2189,11492,854,7998,9582,54
1,1,802,1,929,8001,3642,4665
5698,5,648,6,418,8154,14596,193
7865,1,1761,1,197,17466,1326,579
12227,3,1302,55,200,17637,1047,529
7020,1,1885,4,481,18367,2321,997
572,8744,1652,1955,482,19673,14274,277
1244,8711,808,11,171,19674,824,237
9040,2,1534,5,783,19675,18250,4510
571,1,27,45,852,1398,17916,1414
736,4,5568,1308,287,1838,15142,2671
5534,1,5571,16,530,3328,7341,4465
3895,2,5577,14,674,9444,11403,5945
6987,3,5554,83,6,9449,2866,8493
6080,2180,4367,120,32,9450,13801,8967
14381,8794,4742,1299,133,12472,13947,9105
5346,6063,2655,42,1,12672,5381,8885
5389,1,31,1330,1372,12694,5836,3031
5119,2,3616,84,32,16186,7896,9132
3982,3,7625,1,328,18316,9583,7363
3873,4,7630,263,463,19050,8882,6589
6762,5,2655,3,783,19666,15371,8967
3960,1,4399,7,981,19667,1272,7329
2631,2,2108,5824,761,19669,10977,7364
4806,4,6482,5943,6942,19670,7559,1263
2131,5,3258,1,35,19671,8225,4552
6561,1,3682,4,33,147,8663,1604
4512,4,4970,100,12,2296,9554,4839
7287,6076,3689,1363,132,2806,11448,1522
4002,3,4970,1385,33,8308,4067,1604
4241,2,5,1,1371,8326,310,774
5487,6681,3694,1379,12116,8438,8639,4841
1327,4,5224,1390,4,10292,2750,4721
5486,3,3703,4,238,12545,2465,4216
1345,2,2685,38,928,13358,5935,5112
3347,1,5,626,312,15656,6220,2086
4244,5,732,1,1150,15662,5967,185
4827,4,2581,647,8887,15691,14154,2817
4030,3,5242,625,198,15699,16017,5370
8793,7,1998,73,584,18769,19642,5636
6644,6,5112,51,1063,18904,18054,2678
5800,5,1931,1,707,19662,11255,5048
4882,4,3106,36,196,19663,18056,5235
5877,3,5021,98,268,149,1618,5338
6570,1,3834,1215,796,2847,20302,4244
1476,7,5247,27,422,3225,919,4765
4012,5,1867,673,1014,3714,1964,5530
1507,4,2611,7,465,3716,87,5657
1663,3,5253,47,777,10941,2340,5384
485,7,1747,1,1263,10942,10130,5395
1228,6,5015,30,435,10945,6034,5294
1802,5,4508,319,273,10951,11075,4324
4959,4,20,949,7812,10962,9641,1089
12805,9,192,7,1,10973,22047,2408
7031,8,547,4,4621,10990,8955,474
1,7,6,13,1154,13428,4722,1077
10218,6,1124,1,909,15030,1107,59
1,3,12,525,4279,19369,16124,508
175,10,163,2,1402,19659,13069,93
6446,9,519,22,442,19660,2383,2431
7527,12,568,427,673,112,22332,2465
6323,11,890,2700,721,519,13614,736
2125,1,1188,741,902,849,15153,869
6476,1,348,353,1271,893,4600,1817
50,6076,235,6,4965,1426,288,244
7503,3624,37,1,13668,2125,13428,2643
1327,5,154,527,1024,2251,11007,1143
7564,13,969,20,155,2854,5476,782
6392,12,63,429,13503,4132,4610,1586
5007,9,979,1,12591,4276,16531,10
5476,3,422,1,519,4293,17764,1808
3437,2,486,3,12936,4315,735,2208
6629,1,329,232,207,5036,2474,2926
6809,9024,994,215,12377,8399,10282,2028
1581,8507,449,16,646,13668,21305,2495
2142,6408,1008,75,1223,13669,1049,2637
11889,5112,1012,3,1317,16693,7870,1033
9876,5101,117,17,141,1181,11568,1386
5369,3,736,71,15,3608,10344,10394
3378,1,54,2,1,4064,7324,1322
2661,2,44,9,2,4113,3077,225
3662,8980,602,228,35,4130,2856,8953
989,6079,2929,284,154,4178,10342,8163
4784,5102,8377,289,161,4231,6247,3497
6522,587,10,12,16,4460,3381,1477
6014,5,6,1,123,4461,7114,2687
6263,4912,62,2637,113,4999,3121,2207
7174,6090,84,2592,36,5005,5383,1437
3224,17,79,1445,130,5225,3226,117
9325,1402,72,5,105,9602,8034,378
4080,4,7884,346,25,13111,10231,576
309,1,11315,1,44,17931,11165,4459
4794,1405,12,1,121,17952,11496,1005
105,1404,16,68,139,19656,11696,1174
339,8900,25,1,153,470,7799,2202
7447,8898,46,16384,1284,1089,3737,1501
6287,8897,8851,2,464,1834,22924,5660
4572,8896,1578,1,1370,2555,8949,1576
3816,8392,58,2,654,2575,2711,178
2913,7286,122,12404,399,3255,10287,82
4276,5927,11,17772,247,3282,5191,46
5905,5924,8314,2,748,4092,1487,4270
6448,9031,133,4,1354,4142,2807,153
5269,8947,2151,62,2,4168,3737,3953
3351,8902,39,99,179,4178,11153,1557
5815,8901,15,3427,224,5005,3057,1654
7099,8900,8,1,663,9671,5717,771
4237,8708,311,4,1440,11446,3819,40
2937,8706,1192,1,526,11454,3295,2512
6195,8705,1116,2,624,12933,4489,2510
1355,8690,950,1,177,18660,4633,8
3740,8689,9,204,222,258,2649,150
4847,8688,1095,1997,868,348,4796,2509
4017,8687,2112,60,354,593,133,5510
1867,5949,2136,9,754,1145,10216,5607
9032,1,12,1985,153,1746,5727,325
7578,8903,2159,1469,867,2768,15324,324
2047,8902,44,8,661,2815,3470,4258
1264,8900,2171,4,7770,3522,2223,4724
6987,8899,2601,6,1290,7458,13075,5810
1,7288,1054,17,1448,9696,6280,2508
4822,5929,823,737,1,9727,3445,3234
1177,2,10503,1,1273,9732,7503,2245
9536,3,10490,8,965,9742,13063,2130
2224,8905,827,1,172,9806,7533,1632
1,8903,13,4587,294,9812,16721,509
6129,8902,1882,3769,4225,9816,4919,988
6892,8984,2498,4192,1458,19344,3516,957
7478,8897,945,4180,2977,231,1964,6628
6480,8819,2501,973,655,1221,671,951
6059,8566,1809,4158,5590,1279,10670,459
1302,6457,951,3627,2285,2986,3283,6588
1660,6455,2997,19,5215,3557,13754,1814
6893,4145,75,3528,1373,6062,13205,242
1357,3,1880,4859,1384,6063,2533,425
6481,8907,784,22,14448,6064,16050,5128
7340,8905,2385,3633,1200,6065,12666,602
5266,8904,68,85,283,6066,12784,620
3528,2,2400,4756,2782,6067,6112,2808
952,6785,705,3509,417,6068,14057,2788
6084,2,2645,1065,419,7448,500,4301
3822,1,700,3660,3770,7450,13257,2940
4366,6788,4151,3,49,10945,1288,618
7313,6786,1552,3498,134,17870,4241,2320
1920,1,4551,3616,117,19201,2282,2321
1362,1,868,176,520,241,11105,432
697,2,3909,3645,1227,478,412,3088
2746,1,1355,24,997,2581,8911,1192
1207,8888,3353,3661,382,3246,10045,5155
729,8886,6448,6,1101,5035,1053,2261
960,7007,791,71,1131,8477,1156,221
14715,6796,73,1046,699,8784,37,1564
2641,4,806,3127,2807,8785,251,1991
2745,3,1884,3794,853,10470,2955,859
7057,1,1377,2463,1365,10471,3060,529
1,5,3201,358,925,14605,14064,2702
4482,4,5123,5,904,18018,2250,1962
4997,6790,5127,123,962,18019,11554,836
6430,6778,3941,10066,963,18022,1315,2139
6942,8891,2291,3,1065,18023,10025,1399
2314,8889,3945,139,1171,19650,2299,516
4996,6,2599,86,1161,19651,2510,1828
1,5,2615,11,78,108,14064,601
4462,4,2354,141,103,147,16836,1034
7452,3,8092,156,291,375,1182,9487
2735,3166,703,50,13,756,2407,1834
3370,7,2360,2069,315,1060,7713,56
235,6,2636,6,316,2023,12328,761
3997,2,2640,1,352,2566,4862,382
5388,6793,2650,6,282,5116,857,376
1,7475,349,3,319,5134,697,8675
3555,4,5,506,79,5855,15862,8958
5418,5,4774,4,1124,5857,18318,109
1,7495,2857,1,135,9377,13067,246
6372,6040,841,18612,293,9415,11197,1024
1949,3,25,1,489,14640,12997,87
7640,7499,6091,2061,640,14656,2342,2783
1681,6785,6174,10077,492,15792,16238,8117
6241,3413,2663,4,615,19504,15438,599
6530,3412,2365,6,555,1019,4175,241
6705,7,2688,2085,901,1036,3127,691
6795,7017,2374,1,968,2122,6488,571
6166,2,2715,1,969,2797,6516,1498
5041,1,382,2070,1123,3419,950,348
6796,1,6104,1,1130,3895,19555,979
2685,7018,2728,1,1218,3902,76,781
6940,3,6830,4,388,6367,12659,3592
3919,2,3009,7,7,8089,15634,1207
175,1,968,3,363,8090,2328,2550
2529,4,516,2,30,8091,4163,1385
6928,7503,5925,1,8628,8095,2456,3978
6133,7502,2230,29,371,13568,8562,2613
4582,7411,2231,13360,3,14246,6686,5560
2298,6045,3959,69,947,15643,13484,5074
7699,5,4955,16,12178,16906,7478,5407
1352,4,4069,138,12259,19647,12359,5367
1,3,17,1,1372,3349,5976,1123
6375,2,3913,18,1139,5013,5376,5142
7156,6791,2202,71,1709,8482,5829,5698
384,6789,1728,21,823,9371,1436,486
8018,5262,5731,4619,979,9389,1236,1047
6874,3419,6,851,1883,9411,3992,1444
4041,3418,1508,4425,1046,9415,4365,630
4259,7,1717,3,638,9876,4748,697
2150,6,5052,1,7,9878,3418,6377
3201,5,1697,4346,116,9880,2457,1059
6293,3,2239,4467,944,14249,27,7466
7718,1,2658,124,814,17277,6211,5931
2247,6792,1682,395,1136,17280,6099,418
6833,7,708,2,817,19608,1607,1796
156,1,3374,4789,462,19643,10475,2706
6887,8922,3422,806,1370,19644,683,2559
307,8728,504,905,647,19645,9177,8647
6385,5936,995,1,9047,345,845,9537
7557,4,4366,127,1171,366,1295,1267
7533,1,4362,1,293,944,7609,1400
5237,6801,1848,302,6,2682,12423,551
6569,6794,1906,498,583,5366,1760,1740
62,5128,10493,125,556,5806,19202,2589
1680,1,1773,4487,8,6200,15773,1694
7179,3,3957,772,750,6214,10858,2052
7150,6808,2006,1,1374,12730,5602,3037
1,6802,1421,397,1923,12734,6878,4005
7392,5,1793,4313,2085,12755,9391,5053
6453,6809,1874,807,73,12768,4818,4191
3864,6796,143,2,10,12769,3316,205
3589,5130,25,96,586,12784,17185,161
1467,2,1507,32,1925,14326,7370,5314
1924,1,25,3,586,14857,12429,161
3671,7509,345,10,1728,19641,19802,91
578,7496,2054,887,1856,324,7113,2101
1106,6797,1426,773,1252,507,16335,6292
9035,9,1444,1,1250,991,17736,6065
5651,6799,23,2,587,1421,2307,1548
1805,5133,10829,69,1,2747,15864,2427
8106,6814,11021,2,516,4079,20354,2494
4295,6812,4360,7300,42,4131,16428,3021
8926,6808,182,1,808,4182,11557,1263
7197,6801,10825,10683,873,4520,16089,1638
6588,5468,4732,57,985,5064,15375,10820
1311,4,10826,12,21,10383,14956,3212
1,1,4416,176,24,10985,3788,546
53,2,9921,61,37,11446,12830,2105
1123,3104,4725,283,46,12491,4949,1688
83,1,4610,10633,338,16875,2343,1786
2522,2,93,7271,178,16877,1457,1251
5394,4,10827,59,184,18241,665,1637
8623,5,282,5718,689,596,5362,1012
3358,8889,211,51,221,3034,14925,2513
3944,3126,4335,10685,223,11639,440,4270
5647,1,10828,7253,515,12663,13551,5710
3943,1,5683,7267,742,16150,9070,6971
3148,7,4375,291,351,16167,6123,1827
5583,3127,9158,55,380,16168,10792,1264
1,6807,194,542,353,16169,15695,67
9006,6797,192,49,545,16170,11581,3455
4348,3128,5827,306,532,16172,4219,2093
1567,1,10830,2,533,16174,5183,1636
2618,5,10832,481,420,16184,6089,1635
5146,7501,10833,10694,218,17922,9953,1906
7399,6820,10834,4,698,19635,4743,1907
3560,3129,187,10,738,19636,4951,2880
4871,30,2799,7332,471,19637,10116,9697
8,3,10835,63,610,19638,1656,1627
1,2,291,8,931,1932,8434,175
3145,6809,20,7495,2,2242,9543,82
3146,3130,159,4,3599,3327,1109,87
5682,5,32,14,667,4517,20052,99
6369,4,53,313,102,4584,2214,69
6815,3,970,300,1092,4594,988,1717
5653,2,801,4,739,4599,10867,2157
5797,1,331,2,1194,4600,9159,254
1865,6,62,57,204,4612,13942,243
6226,5,271,10701,929,4639,19379,93
1,6,468,1,199,4695,5331,1360
3601,5,49,17,66,6532,12787,203
3617,4,1539,474,380,9355,20293,2011
3002,2,842,9,1295,9356,15327,837
5096,1,957,56,613,11616,1187,1033
1,5,740,70,279,16627,1313,1334
1,2,753,7339,1050,19226,1313,1771
5782,1,86,1,2,644,4552,907
4402,1,2641,73,756,1190,7044,7905
6822,1,31,55,937,1193,7056,1545
5476,2,94,1,405,1198,1848,908
6753,3,38,12,1492,1971,13353,1393
7063,1,48,1,1490,2156,3529,486
6253,1,55,9,1823,5366,13264,638
6337,2,60,6,423,5436,6430,1875
7554,1,66,25,1037,5442,379,849
7232,2,2148,4,362,5480,10936,7782
7392,3,85,1,935,5708,292,849
2203,2,8,2,754,7808,5957,838
6007,2,66,1,1807,8766,3620,1
5917,5,40,2,1037,8770,1812,2740
7340,4,2727,2,403,9164,6407,6998
5056,3,2864,1,1855,18277,9907,1972
6969,2,886,153,2,19632,7071,537
446,1,1528,24,258,1727,10090,1077
6678,2,2119,37,19,2431,4150,2338
7008,1,1121,44,5447,2572,7891,1506
6098,8515,13,3,17,2680,5271,516
5197,2,1076,4,1011,3360,4910,325
3481,1,3589,156,23,3591,12432,4356
1220,8517,4719,40,376,3718,12568,4451
1424,7419,5335,3,377,3994,5760,3925
6782,4,10509,2334,147,4754,5351,4766
10693,3,1127,152,2,7811,4950,2333
6384,2,6215,36,17582,8016,1931,2635
8426,1,789,52,2118,9325,1354,604
3278,1,1901,37,9241,11604,6362,7793
5372,8519,5101,43,17342,15202,1563,373
7067,7421,9320,1,438,16125,1279,5023
6530,11,5397,23,420,16964,12749,10412
7236,10,9496,8440,680,16967,14987,4394
7449,6,992,1,19686,305,5497,1064
637,5,2490,6441,20056,779,8905,329
5823,4,474,388,514,1334,14167,1070
6080,3,2929,499,3101,1831,996,1605
6495,7422,7032,1087,514,2230,7683,7420
5134,4,2981,495,739,2311,13872,1701
3189,3,7032,827,571,3346,19245,7420
961,4,3482,3445,433,3688,167,5028
1,1,6454,504,514,4451,1039,7414
2053,1,6212,9,957,5315,631,1141
5344,8804,5624,476,959,7915,17054,8956
5422,6227,5439,897,1409,8144,2935,9602
3087,6226,6221,459,1019,8430,2297,3764
5206,3438,5603,865,6492,8432,14442,9526
4858,3436,5553,356,10577,8441,19082,3765
3552,3435,233,6,11363,11614,9098,473
2826,3434,5589,1,1295,15605,9278,10027
1996,3433,5763,5,1298,269,17328,3949
1,3429,2315,3,276,600,6097,2140
5017,3074,10835,14,160,2857,628,1337
3053,3073,5576,72,48,3069,9923,4975
2482,3072,1099,363,32,3816,12505,10028
2110,1,3861,362,184,3818,3799,1207
552,17,1928,78,27,3963,7390,40
33,2,1082,8,189,4491,5898,2059
553,1,1107,3,246,8019,7167,9655
4448,1,6993,11,15530,8370,5813,1176
5565,1,10836,369,345,12194,11384,1873
3831,5,6357,73,68,12195,1367,3756
8356,7643,3834,5,711,12196,10063,12148
1,7287,6888,6,454,13635,2009,6964
7462,6991,3503,352,304,13637,308,8372
6072,6847,1112,8,3703,15817,2032,6971
7478,6845,6892,2,711,19313,7151,2048
11731,5173,10289,13,744,281,2271,2058
2048,34,7658,358,761,544,17186,40
3556,1,1082,19,696,1230,6418,2057
6101,1,1114,351,760,1286,18853,12093
6289,2,5401,245,593,2241,9681,2753
203,7,6342,1,894,2333,1195,1984
5205,5174,6243,10,963,3389,7751,629
2929,35,439,6,599,9278,927,5623
6038,1,5389,22,934,9294,6583,6745
5067,3,188,3,6907,11034,4556,6331
1,2,6289,75,3918,12982,5573,628
3035,1,1206,3094,6566,14279,8838,4549
4830,7647,447,1167,1404,14696,5677,824
5635,7291,443,3080,632,18587,16710,8872
7685,6995,10837,2498,750,19626,7428,547
6466,5177,10839,19082,10475,19627,2006,825
2128,38,126,9,3137,1763,12018,7
887,4,5,19601,883,12563,4865,134
1123,3,130,1,1211,12565,1082,156
107,2,137,3061,4040,15837,3604,72
2448,1,143,3058,3354,15838,11706,114
5218,1,146,19021,3327,15839,9529,100
6502,2,153,19113,737,15840,2227,305
2552,4,165,3092,513,15841,1941,50
1,6852,174,19107,808,15844,7536,299
6096,6850,191,5,649,16447,2495,78
703,5178,165,14727,737,16449,2477,120
1140,5,199,14320,714,16885,716,50
7247,4,3824,13145,55,16886,3403,30
6118,3,3824,2316,55,19622,925,30
6674,2,897,7,5307,19623,11488,1387
3898,1,101,48,46,19624,11317,875
6097,1,6551,5,4193,345,7045,6498
6517,6853,2692,10,1219,491,17844,618
7055,5179,1873,2,4548,1037,10868,1683
7621,40,973,14,3892,2726,17165,1123
6546,7,894,11,412,3296,3937,1563
7759,6,8074,2,669,8387,8588,6501
1,5,6175,6,646,8400,6229,6001
1869,4,5696,16,679,9638,22549,7938
10829,3,5572,3,775,11827,6977,5565
7213,2,7833,10,39,12594,13086,6922
1,1,8080,10,45,12900,2779,4278
9484,1,8086,29,877,14120,4123,8068
2988,5,4724,2,881,14123,9841,6480
1701,2,6509,13,2412,18286,11499,6514
7326,7288,6919,2,873,18287,4804,4076
7114,8,1148,69,18,18288,9913,661
310,4,3,2,449,2465,2359,836
8206,8,7860,57,58,5906,13995,1321
13862,3,5654,2531,280,6530,19364,5598
635,1,7847,427,12,7199,5128,6098
5511,1,6516,2,37,7200,5583,3301
2645,2,16,7,396,7203,4275,7252
6121,3,7836,24,380,10700,7918,3266
7506,6,8095,6,417,12258,352,6155
1835,2,7865,10842,255,12272,5137,7894
2817,3164,5394,56,26,15994,3365,6733
672,5,5866,2,301,19614,14840,6145
6033,2,2751,16788,319,19615,1891,7061
2585,1,6546,1,343,19616,1081,6495
2275,2,8099,29,285,19617,2097,6494
1,2,8104,3,291,19618,109,7972
6090,4088,5745,5,6906,19619,3923,7461
2324,1,8110,9,417,1141,2087,6549
6846,4,2473,11,153,1417,1853,4754
2388,2,5769,27,497,1762,1772,5290
1,1,7870,1,513,2710,11065,7804
6514,3,5782,74,689,5471,3524,7412
6395,1,5791,7,3632,8112,3265,5836
6097,7,6335,17,705,8114,7736,4795
5496,4,5328,6,713,8115,8318,4990
1997,4,5825,3391,839,8135,4473,6142
3919,3,7873,3256,855,8140,10319,4796
3918,7338,598,14,2,8144,5113,363
5565,6819,6084,2,92,8180,6145,7860
2718,3252,1255,2,891,8204,5789,796
1787,3173,2583,10,317,16190,13328,1041
365,3172,6127,13,121,16345,5923,5115
5452,280,415,4,513,17067,1123,368
2372,5,5867,3,575,856,2537,2077
5739,3,6063,30,723,1253,5720,3448
6881,1,8400,2,731,1301,4445,4546
7518,3173,7335,16,788,1744,15411,7063
3738,2,82,1,35,5355,12796,683
7437,5,2282,81,16,5452,88,1918
4063,6822,390,3217,859,12050,21455,679
1,1419,9083,1,17,12059,14323,8195
5634,1,5389,4,155,12061,8497,8647
51,8553,8408,4,226,12715,2295,8850
6117,1,7360,19,487,12728,7435,2288
837,8554,587,34,729,16898,1975,7
10877,2,8704,14445,588,16903,1519,8663
5770,3,3422,52,1661,16904,1056,5368
7757,2,1243,4,1612,18420,7772,4489
5584,1,1119,1,1857,19608,10411,6399
4407,2,3919,10,2467,668,10081,5929
5,1,1254,120,1539,779,1321,5870
2965,2,2841,33,2492,1517,8231,5515
5771,3,7,30,1,1906,2814,2069
1,4,446,8,76,3337,8068,1508
6723,3,1641,2,42,5144,3486,6936
5800,2,1638,111,34,6024,7441,6164
2316,3,4562,6,1082,9095,5814,4616
235,4,3503,1,142,9097,10278,10452
7026,2,1278,4,184,9098,3218,3700
4976,1,3486,79,842,10909,18236,8639
3489,7,1860,1,33,14447,1013,9667
6332,6,2130,32,970,14451,17237,2500
355,5,3477,22,30,14455,14628,974
3549,4,5379,103,41,14456,176,8233
6146,7,1645,33,75,19606,18585,8868
115,5,1652,52,1044,2180,16953,7039
5462,4,5405,78,279,2514,9295,9005
2105,3,1648,1602,974,2906,11379,561
4673,2,439,87,322,3071,761,2951
5189,8,413,144,815,7708,10148,8844
5490,1,3477,43,223,8032,3464,8844
13536,7721,894,37,279,8034,9232,3099
10495,5,1127,34,415,8882,11622,9053
7606,12,4059,24,2985,11475,7406,5307
5437,11,9143,75,451,11476,5182,7861
5775,10,9147,4,3,11479,265,6946
6580,3,5570,2,7440,11480,5882,3864
3247,12,8715,2,320,11483,837,10395
7508,11,2354,1,1143,13229,2114,372
642,4,2492,38,515,15885,1272,376
1,1,846,1,1,18707,6297,290
648,8389,172,1,267,1304,9528,320
2664,1,171,18,9,3158,11430,294
2665,2,174,7,295,3987,436,362
1041,8572,175,1,102,4031,9631,287
6582,655,675,15,8,4187,10455,4
778,2,674,3,266,4194,8063,30
10942,3,845,1,294,4246,6588,283
81,2,672,15,112,5001,8475,72
1368,1,4016,33,8,5003,3454,4
1367,10,671,3,100,6469,13920,1763
2722,3,675,7,101,10418,8224,3
1246,1,1376,8,90,10419,15063,3210
3953,2,847,3,146,10420,5310,268
6584,2,2268,1,1870,11054,15037,7374
2663,1,9130,1,1,17712,17727,9089
647,1,2360,14,4756,19603,15825,11650
3917,2,4101,343,1484,312,8116,2119
1042,5,55,1,1761,637,15928,2872
1247,3,6839,11,1822,1125,21360,1625
1289,8511,8495,2,1177,2802,4727,5128
5061,4,4303,8,5112,3328,7903,5320
2925,3,5431,7,1284,3644,8693,5927
6848,2,70,4,43,4007,19860,1968
7386,4,3414,3,555,4506,18957,3797
7669,8513,2089,18,271,4507,20695,8456
1951,6,3421,7,419,4581,18119,4545
6547,5,5439,4,615,4637,12042,1864
493,4,5442,22,652,9133,3265,6979
5078,1,4,1,230,9136,15159,8402
906,5,4131,10,663,15196,20099,367
3223,3,28,6,6,17156,653,5407
2663,2,5152,2,281,19601,13020,6750
5185,8515,3932,8,479,911,1668,1628
2429,8,32,4,514,2634,4942,7053
852,7,5044,16,20,8149,3041,1862
10725,6,5452,2,525,10203,6290,230
1092,3,16,1794,280,10209,19063,5083
10724,11,5459,6,771,10210,13548,1017
5184,2,1994,13,614,10214,15963,2329
4201,1,1771,55,1653,10219,8296,2241
3724,1,8,1,631,11357,9964,2526
849,2,449,45,1661,11361,852,217
1804,3,2917,274,6415,15428,15939,1665
5160,5036,390,692,11610,15429,6799,1905
7137,2,2918,97,2348,17089,12483,675
4332,3,1449,14,1558,19597,18148,2010
4974,2,2919,4121,6626,19598,9981,407
7673,4,1459,1,1683,19599,995,2817
6019,2,1464,2,1707,2049,11136,674
176,12976,2920,8,2360,3000,11886,1873
1983,5,2640,6,8781,3556,7418,1872
5249,4,2921,81,1760,4000,5067,755
7123,3,466,2,1613,5296,5944,2292
7324,2,333,12518,1794,6413,897,960
7468,2,1504,2,1844,7216,5576,1086
3700,4,1508,7,1789,7221,2241,128
1402,2,2592,4,1761,8947,6791,1744
7527,2,2149,12519,1821,12894,8424,1397
7764,7,2593,1527,2266,12922,7176,1751
5935,6,900,3,74,14598,7668,949
4626,3,1512,17,1920,14599,10142,1940
6254,2,1515,600,43,16195,1613,1871
4,9,2156,7,1955,16197,6770,1493
6883,8,2922,42,87,19595,2186,672
6676,7,51,390,89,180,2036,1762
7402,5,2451,6,7,570,18075,1011
4921,4,2923,420,2061,804,932,983
1685,4,2613,111,2072,1195,18658,1962
2246,2,2924,498,2063,1791,1598,991
4627,3,1533,514,2107,2189,16181,279
4015,8343,2925,1,2097,9108,6102,2515
3430,8342,1094,4,11837,9109,11957,1494
155,11,2618,1,2141,9112,625,2608
2450,10,1535,2,2179,9114,1511,2573
7525,4,1542,6,2165,9115,9701,1186
5939,1,543,1,2149,12458,14438,1123
7649,2,503,2377,120,12484,6831,743
6258,1,2926,660,2231,13000,8383,2048
7531,1335,2927,138,11905,17846,15194,1565
